DATE EVENT;X;Y;EVENT;VALUE1;VALUE2;CELL_ID;COMMENT;date ajout;resp. ajout;
02/01/1909;88;207;river;;;72539;;18/07/2014;JLF;
02/01/1909;88;236;river;;;82689;;18/07/2014;JLF;
02/01/1909;88;237;river;;;83039;;18/07/2014;JLF;
02/01/1909;88;204;river;;;71489;;18/07/2014;JLF;
02/01/1909;88;205;river;;;71839;;18/07/2014;JLF;
02/01/1909;88;206;river;;;72189;;18/07/2014;JLF;
02/01/1909;89;204;river;;;71490;;18/07/2014;JLF;
02/01/1909;89;205;river;;;71840;;18/07/2014;JLF;
02/01/1909;89;209;river;;;73240;;18/07/2014;JLF;
02/01/1909;89;216;river;;;75690;;18/07/2014;JLF;
02/01/1909;89;237;river;;;83040;;18/07/2014;JLF;
02/01/1909;89;203;river;;;71140;;18/07/2014;JLF;
02/01/1909;89;206;river;;;72190;;18/07/2014;JLF;
02/01/1909;89;207;river;;;72540;;18/07/2014;JLF;
02/01/1909;89;208;river;;;72890;;18/07/2014;JLF;
02/01/1909;89;215;river;;;75340;;18/07/2014;JLF;
02/01/1909;89;236;river;;;82690;;18/07/2014;JLF;
02/01/1909;90;205;river;;;71841;;18/07/2014;JLF;
02/01/1909;90;211;river;;;73941;;18/07/2014;JLF;
02/01/1909;90;212;river;;;74291;;18/07/2014;JLF;
02/01/1909;90;213;river;;;74641;;18/07/2014;JLF;
02/01/1909;90;214;river;;;74991;;18/07/2014;JLF;
02/01/1909;90;215;river;;;75341;;18/07/2014;JLF;
02/01/1909;90;216;river;;;75691;;18/07/2014;JLF;
02/01/1909;90;217;river;;;76041;;18/07/2014;JLF;
02/01/1909;90;237;river;;;83041;;18/07/2014;JLF;
02/01/1909;90;238;river;;;83391;;18/07/2014;JLF;
02/01/1909;90;203;river;;;71141;;18/07/2014;JLF;
02/01/1909;90;208;river;;;72891;;18/07/2014;JLF;
02/01/1909;90;209;river;;;73241;;18/07/2014;JLF;
02/01/1909;90;210;river;;;73591;;18/07/2014;JLF;
02/01/1909;91;204;river;;;71492;;18/07/2014;JLF;
02/01/1909;91;205;river;;;71842;;18/07/2014;JLF;
02/01/1909;91;209;river;;;73242;;18/07/2014;JLF;
02/01/1909;91;210;river;;;73592;;18/07/2014;JLF;
02/01/1909;91;211;river;;;73942;;18/07/2014;JLF;
02/01/1909;91;212;river;;;74292;;18/07/2014;JLF;
02/01/1909;91;213;river;;;74642;;18/07/2014;JLF;
02/01/1909;91;214;river;;;74992;;18/07/2014;JLF;
02/01/1909;91;215;river;;;75342;;18/07/2014;JLF;
02/01/1909;91;216;river;;;75692;;18/07/2014;JLF;
02/01/1909;91;217;river;;;76042;;18/07/2014;JLF;
02/01/1909;91;218;river;;;76392;;18/07/2014;JLF;
02/01/1909;91;220;river;;;77092;;18/07/2014;JLF;
02/01/1909;91;238;river;;;83392;;18/07/2014;JLF;
02/01/1909;91;203;river;;;71142;;18/07/2014;JLF;
02/01/1909;91;219;river;;;76742;;18/07/2014;JLF;
02/01/1909;92;203;river;;;71143;;18/07/2014;JLF;
02/01/1909;92;204;river;;;71493;;18/07/2014;JLF;
02/01/1909;92;212;river;;;74293;;18/07/2014;JLF;
02/01/1909;92;213;river;;;74643;;18/07/2014;JLF;
02/01/1909;92;214;river;;;74993;;18/07/2014;JLF;
02/01/1909;92;217;river;;;76043;;18/07/2014;JLF;
02/01/1909;92;219;river;;;76743;;18/07/2014;JLF;
02/01/1909;92;220;river;;;77093;;18/07/2014;JLF;
02/01/1909;92;221;river;;;77443;;18/07/2014;JLF;
02/01/1909;92;238;river;;;83393;;18/07/2014;JLF;
02/01/1909;92;202;river;;;70793;;18/07/2014;JLF;
02/01/1909;92;211;river;;;73943;;18/07/2014;JLF;
02/01/1909;92;216;river;;;75693;;18/07/2014;JLF;
02/01/1909;93;200;river;;;70094;;18/07/2014;JLF;
02/01/1909;93;201;river;;;70444;;18/07/2014;JLF;
02/01/1909;93;202;river;;;70794;;18/07/2014;JLF;
02/01/1909;93;203;river;;;71144;;18/07/2014;JLF;
02/01/1909;93;204;river;;;71494;;18/07/2014;JLF;
02/01/1909;93;218;river;;;76394;;18/07/2014;JLF;
02/01/1909;93;219;river;;;76744;;18/07/2014;JLF;
02/01/1909;93;220;river;;;77094;;18/07/2014;JLF;
02/01/1909;93;221;river;;;77444;;18/07/2014;JLF;
02/01/1909;93;222;river;;;77794;;18/07/2014;JLF;
02/01/1909;93;223;river;;;78144;;18/07/2014;JLF;
02/01/1909;93;224;river;;;78494;;18/07/2014;JLF;
02/01/1909;93;225;river;;;78844;;18/07/2014;JLF;
02/01/1909;93;226;river;;;79194;;18/07/2014;JLF;
02/01/1909;93;238;river;;;83394;;18/07/2014;JLF;
02/01/1909;93;199;river;;;69744;;18/07/2014;JLF;
02/01/1909;93;217;river;;;76044;;18/07/2014;JLF;
02/01/1909;93;237;river;;;83044;;18/07/2014;JLF;
02/01/1909;94;200;river;;;70095;;18/07/2014;JLF;
02/01/1909;94;201;river;;;70445;;18/07/2014;JLF;
02/01/1909;94;202;river;;;70795;;18/07/2014;JLF;
